hhid,num_inds,children_ind,hh_income_ind,age_ind,home_value_ind,state,total_amount_before_campaign,total_amount_during_campaign,total_transactions
1724,13,2+,0 to 50,40-49,noValue,NJ,0.2,4.19,2
1725,12,0,51 to 100,noValue,noValue,PA,1.2,3.26,2
1726,21,2+,101 to 150,30-39,noValue,CA,5.7,9.46,2
1731,7,2+,0 to 50,noValue,0 to 100,PA,14.35,1.41,4
1734,4,2+,0 to 50,noValue,201 to 500,CA,2.12,3.93,2
1737,4,0,0 to 50,65+,noValue,PA,1.15,3.23,4
1739,24,2+,0 to 50,noValue,noValue,OH,1.85,10.03,2
1740,24,0,0 to 50,30-39,noValue,NH,7.43,4.65,2
1741,8,2+,noValue,20-29,noValue,NY,3.29,0.33,2
1743,6,2+,0 to 50,50-59,noValue,CA,8.22,0.24,5
1744,12,2+,0 to 50,50-59,101 to 200,ID,5.86,4.84,2
1745,6,0,151+,50-59,noValue,MD,8.48,1.47,5
1747,19,2+,51 to 100,noValue,noValue,MD,5.66,1.64,5
1748,19,0,51 to 100,noValue,noValue,PA,10.51,7.94,9
1749,5,1,51 to 100,50-59,noValue,PA,6.08,2.51,5
1750,7,2+,101 to 150,noValue,noValue,VA,2.87,3.74,3
1752,12,0,0 to 50,65+,201 to 500,CA,4.24,6.74,7
1756,17,2+,0 to 50,noValue,noValue,FL,2.77,7.4,2
1760,5,2+,51 to 100,noValue,noValue,NY,10.41,1.73,6
1761,5,0,0 to 50,50-59,noValue,CA,21.06,6.73,7
1762,14,2+,noValue,noValue,noValue,NJ,11.04,7.05,5
1768,9,0,0 to 50,50-59,noValue,NH,10.26,6.25,4
1769,5,0,51 to 100,50-59,0 to 100,MI,7.88,2.45,4
1775,14,2+,0 to 50,65+,noValue,GA,0.15,5.0,3
1780,12,1,51 to 100,60-64,201 to 500,NY,2.49,3.31,5
1781,9,2+,0 to 50,50-59,noValue,NE,16.56,4.81,6
1782,9,2+,0 to 50,40-49,noValue,KY,18.63,1.57,6
1793,17,2+,0 to 50,40-49,noValue,PA,8.28,6.31,5
1798,23,0,0 to 50,50-59,noValue,MA,7.72,8.35,5
1799,23,0,0 to 50,noValue,noValue,RI,0.0,0.96,2
1800,6,2+,0 to 50,50-59,noValue,CA,0.0,5.4,3
1801,13,2+,0 to 50,noValue,101 to 200,PA,8.75,4.84,6
1809,10,2+,51 to 100,40-49,noValue,NC,4.62,8.62,3
1812,11,1,0 to 50,20-29,201 to 500,MA,4.21,11.37,3
1813,9,1,51 to 100,50-59,noValue,PA,9.89,2.4,6
1816,7,2+,51 to 100,40-49,noValue,NJ,3.15,3.73,2
1824,7,0,0 to 50,65+,noValue,MS,5.79,0.28,4
1836,17,1,101 to 150,50-59,noValue,OH,6.68,1.18,3
1837,5,0,0 to 50,40-49,noValue,SC,1.97,3.24,3
1838,9,1,51 to 100,30-39,noValue,PA,17.45,6.48,5
1839,18,2+,51 to 100,40-49,noValue,NY,10.84,3.21,4
1840,17,2+,0 to 50,30-39,noValue,PA,5.27,4.38,4
1841,14,0,101 to 150,noValue,noValue,NY,2.01,0.28,3
1842,13,0,noValue,40-49,noValue,CT,1.34,0.35,3
1846,13,0,0 to 50,20-29,201 to 500,NY,8.63,6.13,5
1847,10,2+,51 to 100,50-59,noValue,GA,16.22,6.1,6
1856,6,2+,51 to 100,50-59,101 to 200,AL,3.56,8.61,3
1863,4,0,51 to 100,50-59,noValue,FL,12.65,1.82,6
1869,13,1,51 to 100,20-29,noValue,RI,13.44,9.65,8
1872,8,2+,0 to 50,noValue,noValue,WA,15.09,0.89,4
1885,5,2+,51 to 100,40-49,201 to 500,PA,15.72,0.0,8
1887,5,2+,51 to 100,60-64,101 to 200,OH,3.63,14.93,3
1892,21,0,51 to 100,50-59,101 to 200,PA,5.37,3.26,2
1896,9,2+,151+,40-49,noValue,LA,13.52,3.96,6
1897,15,2+,0 to 50,40-49,noValue,OH,8.16,6.4,6
1900,19,0,0 to 50,noValue,noValue,PA,4.26,0.03,3
1904,8,2+,101 to 150,50-59,noValue,AL,3.28,0.0,3
1907,6,0,noValue,65+,0 to 100,GA,7.28,4.58,3
1913,20,0,151+,40-49,noValue,CA,9.6,1.37,7
1921,14,1,51 to 100,noValue,noValue,VA,5.12,0.23,6
1923,8,0,0 to 50,40-49,noValue,NC,9.03,2.73,5
1924,10,2+,51 to 100,noValue,noValue,NY,3.07,8.82,3
1928,12,0,0 to 50,noValue,noValue,FL,4.8,0.58,5
1930,7,2+,0 to 50,noValue,noValue,CA,12.87,14.38,8
1936,13,0,51 to 100,noValue,101 to 200,FL,21.58,5.17,7
1939,13,2+,51 to 100,20-29,noValue,CT,6.46,4.19,6
1940,26,1,51 to 100,20-29,101 to 200,MA,28.67,1.49,8
1941,15,0,51 to 100,noValue,noValue,MS,19.84,4.35,4
1942,6,0,0 to 50,65+,201 to 500,CA,1.49,0.0,2
1944,9,0,0 to 50,40-49,noValue,GA,0.0,7.38,4
1950,17,0,0 to 50,50-59,0 to 100,SC,5.76,3.96,4
1955,11,0,51 to 100,65+,noValue,CA,6.34,0.0,2
1962,20,2+,51 to 100,noValue,noValue,GA,13.16,2.97,5
1964,3,0,noValue,65+,noValue,CA,5.78,6.24,4
1971,17,0,0 to 50,40-49,noValue,NY,5.48,7.73,5
1975,11,2+,0 to 50,30-39,noValue,NC,4.03,4.54,5
1976,9,2+,51 to 100,noValue,noValue,GA,4.79,6.78,2
1977,8,0,51 to 100,noValue,noValue,NY,4.41,10.28,6
1981,15,0,101 to 150,50-59,noValue,NJ,5.49,4.55,3
1984,16,0,51 to 100,20-29,noValue,NJ,5.59,0.0,4
1986,6,2+,101 to 150,50-59,101 to 200,OH,8.45,0.26,4
1991,8,1,0 to 50,30-39,noValue,TN,12.25,6.03,6
1995,11,0,51 to 100,60-64,201 to 500,CA,2.23,5.22,2
2003,29,2+,0 to 50,65+,noValue,CA,2.16,0.0,4
2006,12,2+,51 to 100,20-29,noValue,NJ,5.48,2.47,5
2008,12,0,0 to 50,40-49,noValue,CA,0.25,3.63,2
2014,23,0,0 to 50,30-39,noValue,CA,3.56,4.91,3
2018,12,2+,51 to 100,noValue,101 to 200,LA,0.3,3.65,2
2019,27,0,0 to 50,65+,noValue,WV,7.26,5.7,6
2023,7,0,0 to 50,65+,noValue,CA,6.91,2.76,4
2026,19,2+,0 to 50,30-39,noValue,CA,6.52,7.0,3
2027,20,2+,101 to 150,40-49,201 to 500,MA,3.86,0.93,2
2033,22,0,0 to 50,noValue,noValue,MA,8.18,6.12,4
2038,9,0,0 to 50,noValue,noValue,GA,7.35,4.41,3
2040,28,0,0 to 50,40-49,noValue,NY,3.45,0.96,2
2047,6,1,0 to 50,20-29,noValue,SC,3.0,8.39,5
2050,14,0,151+,noValue,201 to 500,MD,3.68,2.33,3
2054,20,2+,51 to 100,40-49,noValue,NY,4.09,6.83,2
2055,29,1,151+,noValue,noValue,GA,1.31,0.0,2
2058,10,0,51 to 100,30-39,noValue,CA,10.62,1.47,5
2060,12,0,51 to 100,noValue,noValue,CA,2.5,6.32,2
2063,13,2+,51 to 100,40-49,noValue,SC,15.27,1.8,4
2078,11,2+,0 to 50,20-29,201 to 500,GA,15.59,9.89,8
2084,9,0,101 to 150,60-64,noValue,FL,3.77,3.02,2
2088,12,0,51 to 100,noValue,201 to 500,FL,0.92,0.64,3
2094,12,2+,51 to 100,50-59,0 to 100,NY,1.69,0.0,3
2097,19,0,51 to 100,50-59,noValue,NY,10.35,8.11,5
2101,20,1,101 to 150,50-59,noValue,VA,13.74,4.38,6
2103,14,0,101 to 150,50-59,201 to 500,AZ,10.42,6.61,6
2108,15,1,noValue,65+,101 to 200,GA,12.3,5.54,6
2112,9,1,101 to 150,30-39,noValue,CA,13.53,6.03,7
2113,17,1,0 to 50,noValue,noValue,TX,0.0,3.14,2
2119,14,1,51 to 100,50-59,noValue,CA,1.59,5.8,4
2121,12,1,0 to 50,40-49,noValue,MI,2.31,5.37,2
2125,10,2+,0 to 50,40-49,noValue,CA,0.0,2.59,2
2129,17,0,noValue,60-64,noValue,FL,13.12,3.03,3
2136,9,2+,51 to 100,noValue,noValue,NY,1.2,0.07,3
2141,16,2+,51 to 100,noValue,101 to 200,FL,11.5,5.06,4
2143,14,2+,0 to 50,40-49,101 to 200,PA,9.13,0.0,2
2149,23,2+,51 to 100,40-49,noValue,CA,3.19,5.21,2
2153,9,0,51 to 100,50-59,noValue,NC,0.02,1.1,2
2155,12,0,151+,30-39,noValue,NY,19.7,2.48,7
2156,9,2+,151+,60-64,noValue,FL,2.72,0.0,2
2159,8,0,101 to 150,noValue,noValue,IN,19.74,0.48,5
2161,16,2+,101 to 150,noValue,noValue,LA,4.41,6.68,4
2163,11,2+,51 to 100,40-49,noValue,GA,10.07,13.9,7
2165,5,0,101 to 150,50-59,noValue,RI,6.46,3.59,2
2168,27,0,51 to 100,noValue,noValue,NJ,2.75,5.37,3
2173,7,2+,151+,noValue,noValue,MI,0.0,8.0,2
2175,6,0,101 to 150,20-29,noValue,VA,8.97,4.85,4
2181,9,0,51 to 100,60-64,noValue,LA,6.84,1.64,4
2188,18,2+,51 to 100,40-49,201 to 500,MD,4.8,8.38,6
2189,10,2+,101 to 150,40-49,0 to 100,LA,11.16,0.0,4
2194,8,0,noValue,65+,noValue,FL,0.0,3.0,4
2197,7,2+,51 to 100,noValue,101 to 200,CA,10.66,4.55,5
2198,14,2+,51 to 100,20-29,noValue,GA,13.99,4.79,4
2200,17,2+,51 to 100,noValue,noValue,WA,18.47,6.68,6
2204,13,2+,0 to 50,noValue,noValue,NY,8.0,4.06,3
2211,11,0,0 to 50,30-39,201 to 500,CA,10.87,4.86,3
2212,21,0,51 to 100,noValue,noValue,MD,6.11,1.09,6
2218,7,2+,0 to 50,40-49,noValue,MS,7.42,6.92,8
2219,15,2+,51 to 100,60-64,noValue,NJ,4.47,0.0,2
2220,11,0,0 to 50,60-64,0 to 100,SC,4.42,3.11,2
2221,20,1,0 to 50,30-39,noValue,FL,14.52,1.13,5
2222,20,0,51 to 100,noValue,noValue,IL,2.38,6.52,7
2225,12,2+,noValue,50-59,noValue,PA,0.0,6.67,5
2227,7,2+,51 to 100,30-39,noValue,FL,22.66,3.56,6
2228,7,2+,0 to 50,noValue,noValue,NC,2.43,5.01,5
2240,16,1,0 to 50,40-49,noValue,AL,31.83,2.48,10
2244,11,1,noValue,40-49,noValue,TX,0.07,8.07,5
2245,14,2+,0 to 50,30-39,noValue,PA,8.88,10.96,6
2247,7,2+,51 to 100,30-39,noValue,NY,7.09,0.0,2
2256,20,2+,51 to 100,20-29,noValue,CA,4.98,2.28,3
2258,24,2+,101 to 150,20-29,501+,NY,4.04,5.46,4
2259,10,2+,51 to 100,50-59,noValue,NY,17.02,1.69,9
2264,13,0,151+,60-64,noValue,TX,2.97,2.19,2
2274,15,0,0 to 50,60-64,noValue,NJ,4.79,3.62,3
2275,12,0,0 to 50,60-64,noValue,NY,5.01,6.21,2
2278,17,0,51 to 100,50-59,noValue,LA,0.63,2.66,2
2279,7,1,51 to 100,50-59,noValue,NY,6.62,3.62,3
2282,25,0,0 to 50,40-49,noValue,WV,3.61,0.54,3
2284,10,0,51 to 100,65+,101 to 200,SC,3.54,4.69,4
2299,7,1,51 to 100,noValue,noValue,SC,0.0,1.68,2
2305,18,2+,51 to 100,30-39,noValue,MA,8.6,6.0,3
2308,11,0,51 to 100,40-49,noValue,NE,14.63,1.07,3
2309,3,2+,51 to 100,noValue,noValue,OH,3.94,6.73,2
2311,6,0,151+,65+,noValue,NY,3.17,6.32,4
2312,10,2+,0 to 50,60-64,noValue,CA,2.16,2.28,2
2317,18,0,51 to 100,40-49,noValue,CA,8.66,4.39,7
2318,13,0,0 to 50,noValue,noValue,CA,5.04,3.96,3
2322,13,2+,0 to 50,60-64,201 to 500,CA,7.23,3.69,4
2324,9,0,51 to 100,40-49,noValue,PA,3.45,3.81,2
2325,14,2+,51 to 100,40-49,noValue,VA,5.23,0.0,3
2338,21,1,noValue,noValue,noValue,NJ,5.36,6.18,3
2352,7,0,51 to 100,60-64,noValue,TX,18.76,2.6,7
2353,4,2+,0 to 50,noValue,101 to 200,NC,17.2,6.08,7
2359,24,2+,noValue,60-64,noValue,NY,4.12,1.67,5
2364,21,0,51 to 100,60-64,501+,CA,13.03,13.25,7
2365,12,1,0 to 50,65+,noValue,GA,4.13,8.95,7
2366,6,2+,0 to 50,20-29,noValue,MI,12.78,5.07,8
2371,20,0,0 to 50,30-39,noValue,GA,7.45,5.53,3
2373,6,0,0 to 50,noValue,noValue,NC,3.64,7.25,4
2375,7,1,0 to 50,60-64,201 to 500,CA,3.03,0.0,3
2377,6,2+,51 to 100,30-39,noValue,PA,1.05,5.97,2
2378,13,0,51 to 100,noValue,201 to 500,IL,5.69,8.4,3
2389,12,0,0 to 50,20-29,101 to 200,TN,9.44,0.0,3
2391,11,0,51 to 100,noValue,101 to 200,FL,12.47,6.91,9
2403,8,1,51 to 100,40-49,501+,NY,0.0,1.97,3
2405,5,2+,51 to 100,40-49,noValue,VT,0.69,0.0,2
2409,20,0,51 to 100,20-29,201 to 500,FL,7.06,1.13,2
2411,19,0,51 to 100,noValue,noValue,FL,11.7,8.85,11
2422,11,0,0 to 50,20-29,201 to 500,PA,2.28,1.63,2
2427,6,2+,0 to 50,noValue,noValue,VA,5.97,0.87,2
2428,8,2+,0 to 50,noValue,0 to 100,PA,0.41,4.2,2
2433,4,0,0 to 50,noValue,101 to 200,FL,3.71,0.73,3
2446,16,1,0 to 50,noValue,noValue,CA,9.23,8.71,4
2447,19,2+,0 to 50,50-59,101 to 200,FL,8.54,9.97,6
2455,5,1,51 to 100,50-59,noValue,NC,5.5,5.9,2
2457,12,2+,0 to 50,noValue,noValue,SC,7.3,5.49,3
2468,4,0,101 to 150,50-59,noValue,AL,20.86,4.81,8
2474,20,1,51 to 100,30-39,noValue,SC,4.74,0.0,4
2475,9,1,101 to 150,50-59,noValue,NC,6.58,8.84,3
2481,16,1,0 to 50,noValue,101 to 200,CA,11.68,11.37,7
2483,8,0,51 to 100,50-59,noValue,KY,12.72,3.75,8
2484,21,0,101 to 150,50-59,noValue,ME,4.47,5.75,3
2485,7,0,51 to 100,50-59,noValue,NY,9.11,7.11,5
2488,11,0,101 to 150,40-49,noValue,CA,2.4,0.09,3
2496,16,0,51 to 100,noValue,201 to 500,AL,1.88,2.0,2
2512,7,2+,0 to 50,noValue,noValue,OR,25.55,10.07,11
2516,11,0,51 to 100,40-49,noValue,CA,7.69,9.64,4
2517,9,0,51 to 100,noValue,noValue,NY,6.58,0.0,4
2518,8,2+,51 to 100,40-49,noValue,NC,1.37,2.83,3
2525,18,2+,101 to 150,50-59,noValue,CT,1.7,0.73,2
2528,10,2+,0 to 50,20-29,noValue,CA,2.05,0.0,3
2534,3,2+,0 to 50,30-39,201 to 500,MA,4.66,3.47,5
2536,17,1,101 to 150,noValue,noValue,NJ,4.92,0.97,2
2545,9,2+,101 to 150,40-49,noValue,MD,17.91,0.0,6
2557,8,2+,51 to 100,noValue,101 to 200,GA,15.09,3.08,6
2558,19,0,0 to 50,40-49,noValue,NJ,1.15,0.0,2
2562,11,2+,0 to 50,noValue,noValue,VA,6.64,2.43,4
2574,25,0,51 to 100,40-49,201 to 500,NY,5.42,5.79,2
2578,11,2+,0 to 50,noValue,noValue,GA,1.68,7.03,3
2579,5,2+,51 to 100,noValue,noValue,NV,4.31,1.34,2
2580,9,1,noValue,60-64,0 to 100,PA,10.07,2.8,3
2583,9,0,101 to 150,40-49,101 to 200,NY,7.91,4.35,6
2587,10,0,101 to 150,noValue,noValue,WV,11.11,3.03,4
2590,17,0,noValue,50-59,201 to 500,NJ,7.33,2.6,6
2596,8,1,51 to 100,noValue,noValue,GA,12.9,3.11,6
2597,27,0,51 to 100,30-39,noValue,NJ,14.35,1.5,4
2600,12,2+,0 to 50,noValue,noValue,GA,15.15,1.97,8
2605,19,1,noValue,60-64,noValue,FL,6.97,5.21,5
2609,18,0,51 to 100,noValue,noValue,IL,6.04,0.0,3
2619,10,0,0 to 50,noValue,noValue,FL,8.8,0.97,7
2623,4,0,noValue,noValue,noValue,CA,0.48,7.55,2
2627,25,0,0 to 50,65+,201 to 500,NY,0.0,4.55,3
2628,8,0,0 to 50,noValue,noValue,CA,4.0,5.6,3
2630,10,2+,51 to 100,noValue,noValue,CA,4.57,3.2,2
2634,11,0,51 to 100,60-64,noValue,MD,2.24,3.47,3
2636,19,2+,101 to 150,65+,noValue,MD,0.0,0.0,2
2638,6,0,0 to 50,30-39,noValue,TN,25.7,1.09,7
2640,7,0,0 to 50,60-64,noValue,NY,1.39,5.42,2
2643,17,1,51 to 100,50-59,noValue,CA,5.59,3.92,5
2656,12,2+,51 to 100,noValue,noValue,CA,10.31,9.47,7
2660,19,0,0 to 50,50-59,noValue,DE,6.92,4.52,3
2663,18,0,101 to 150,noValue,201 to 500,NH,8.91,0.27,3
2666,30,1,noValue,40-49,noValue,FL,10.21,6.33,4
2668,13,0,noValue,noValue,0 to 100,LA,11.75,0.0,4
2669,10,2+,51 to 100,noValue,101 to 200,FL,5.4,5.37,3
2673,10,0,0 to 50,50-59,101 to 200,PA,11.69,0.74,5
2677,14,2+,51 to 100,noValue,noValue,FL,1.85,0.0,3
2680,10,0,51 to 100,30-39,noValue,NY,3.16,3.27,5
2682,24,2+,0 to 50,50-59,noValue,FL,0.38,0.0,2
2702,16,2+,0 to 50,65+,noValue,PA,0.61,2.01,2
2703,12,2+,51 to 100,50-59,noValue,NC,5.4,1.95,5
2705,19,0,0 to 50,noValue,noValue,CT,9.18,4.7,3
2706,6,0,101 to 150,20-29,noValue,MD,0.0,2.83,2
2711,14,0,51 to 100,60-64,noValue,SC,0.14,3.95,3
2715,10,0,0 to 50,20-29,101 to 200,NC,3.03,3.71,4
2718,9,1,0 to 50,40-49,noValue,PA,7.17,3.94,2
2720,9,1,51 to 100,30-39,noValue,FL,2.31,2.8,3
2723,8,0,0 to 50,50-59,101 to 200,FL,5.12,7.32,4
2724,12,1,0 to 50,50-59,noValue,MD,5.59,4.77,3
2725,22,1,0 to 50,noValue,noValue,IL,3.56,15.81,10
2727,4,0,0 to 50,65+,noValue,NY,6.27,2.77,3
2734,9,0,0 to 50,50-59,noValue,TX,12.38,2.85,3
2739,17,2+,51 to 100,40-49,noValue,AZ,2.45,0.0,3
2741,7,2+,noValue,50-59,noValue,CA,1.07,5.56,2
2744,10,0,0 to 50,20-29,noValue,NC,4.67,6.01,3
2745,6,0,0 to 50,65+,noValue,NY,6.49,0.87,4
2746,11,0,0 to 50,noValue,201 to 500,CA,6.94,4.0,8
2750,14,2+,0 to 50,30-39,noValue,CA,26.47,1.03,8
2756,26,2+,51 to 100,30-39,noValue,NJ,0.0,3.89,2
2759,10,0,0 to 50,20-29,noValue,KY,9.88,2.57,5
2767,15,0,51 to 100,noValue,201 to 500,CT,8.84,3.04,5
2777,11,2+,0 to 50,30-39,noValue,TX,13.33,1.44,6
2780,11,0,0 to 50,40-49,noValue,MI,9.69,3.29,4
2791,9,2+,51 to 100,40-49,noValue,MD,11.54,8.04,4
2795,6,2+,51 to 100,30-39,101 to 200,PA,11.74,8.21,4
2797,12,0,0 to 50,50-59,noValue,CA,3.79,0.92,3
2798,13,2+,0 to 50,30-39,201 to 500,VA,5.78,9.07,3
2802,23,2+,51 to 100,40-49,101 to 200,LA,8.69,15.68,6
2803,24,2+,51 to 100,30-39,noValue,KY,7.35,13.74,5
2812,19,0,0 to 50,noValue,noValue,CA,1.55,6.34,2
2816,15,0,0 to 50,40-49,noValue,CA,0.44,4.31,6
2817,12,2+,noValue,50-59,noValue,VT,4.93,0.13,4
2819,8,1,51 to 100,noValue,101 to 200,OH,7.55,7.37,4
2825,21,2+,0 to 50,50-59,201 to 500,CA,8.7,3.85,4
2829,9,2+,151+,30-39,201 to 500,MA,14.97,0.0,4
2830,16,0,101 to 150,30-39,noValue,NJ,6.64,2.41,3
2833,8,2+,101 to 150,30-39,noValue,WV,3.49,1.65,3
2835,4,2+,51 to 100,30-39,0 to 100,NC,0.0,0.0,2
2837,8,0,0 to 50,noValue,noValue,PA,7.33,1.01,3
2839,9,2+,51 to 100,noValue,201 to 500,FL,1.12,5.23,3
2843,5,0,0 to 50,40-49,noValue,LA,13.72,7.77,6
2845,8,0,0 to 50,60-64,0 to 100,ME,8.13,4.59,3
2847,11,2+,0 to 50,65+,noValue,LA,4.65,8.25,5
2852,6,2+,51 to 100,50-59,101 to 200,GA,1.91,1.91,6
2859,13,0,0 to 50,50-59,noValue,NY,2.45,10.02,4
2860,16,2+,51 to 100,noValue,noValue,MD,0.0,6.49,3
2864,17,1,51 to 100,30-39,101 to 200,MD,10.33,4.01,4
2865,13,1,51 to 100,20-29,noValue,NY,3.08,6.99,5
2867,11,0,0 to 50,noValue,noValue,SC,0.0,8.82,3
2876,11,2+,0 to 50,40-49,noValue,NY,11.8,2.71,8
2877,11,2+,101 to 150,40-49,noValue,ID,0.35,5.44,3
2881,12,0,0 to 50,50-59,noValue,FL,3.92,1.05,2
2887,9,2+,101 to 150,40-49,noValue,GA,1.97,5.74,2
2888,23,0,0 to 50,noValue,201 to 500,FL,3.74,3.8,3
2892,17,2+,151+,40-49,noValue,NY,1.77,6.6,4
2893,9,2+,51 to 100,40-49,0 to 100,SC,1.22,3.72,2
2895,15,0,0 to 50,noValue,201 to 500,CA,10.96,8.46,5
2896,16,1,0 to 50,40-49,noValue,OH,2.38,2.75,2
2899,12,2+,0 to 50,noValue,noValue,CA,1.59,7.72,3
2901,11,2+,51 to 100,40-49,noValue,NY,0.58,0.85,3
2903,22,2+,noValue,65+,noValue,MD,11.64,3.49,7
2906,7,1,51 to 100,40-49,noValue,NC,7.14,2.19,2
2908,6,1,0 to 50,30-39,noValue,NY,4.95,2.95,2
2920,13,0,51 to 100,65+,0 to 100,LA,9.64,2.03,6
2922,8,0,0 to 50,65+,101 to 200,CA,9.85,2.7,5
2924,6,0,51 to 100,40-49,noValue,PA,9.61,2.53,4
2925,24,1,151+,noValue,noValue,AL,0.73,6.86,2
2927,7,2+,noValue,noValue,noValue,CA,14.06,1.24,8
2934,7,1,0 to 50,20-29,noValue,MI,4.87,7.32,3
2936,11,0,51 to 100,50-59,noValue,MA,21.94,1.0,8
2939,8,2+,151+,40-49,noValue,VA,9.02,9.77,4
2942,11,0,0 to 50,30-39,noValue,IN,2.55,2.65,3
2954,20,1,51 to 100,40-49,noValue,CA,0.0,0.05,2
2962,5,2+,0 to 50,30-39,noValue,SC,20.31,4.26,8
2968,21,0,101 to 150,65+,noValue,LA,12.87,3.87,3
2969,12,1,101 to 150,65+,201 to 500,NY,3.3,0.0,2
2972,12,0,51 to 100,noValue,101 to 200,GA,13.42,0.0,6
2974,7,2+,51 to 100,noValue,noValue,NY,2.19,5.52,5
2978,15,2+,0 to 50,40-49,101 to 200,VA,6.4,11.38,6
2979,9,2+,0 to 50,50-59,noValue,PA,9.08,3.13,3
2983,6,0,noValue,noValue,noValue,CA,0.99,3.67,2
2986,16,0,51 to 100,noValue,noValue,CT,11.04,3.52,3
2990,11,0,0 to 50,30-39,noValue,PA,9.44,4.21,5
2997,8,0,noValue,65+,noValue,GA,11.02,5.51,4
2998,16,2+,noValue,40-49,noValue,NY,19.61,7.35,4
2999,23,2+,51 to 100,40-49,noValue,NY,0.0,0.87,2
3003,12,1,51 to 100,60-64,noValue,NY,11.66,1.16,6
3004,14,1,0 to 50,noValue,101 to 200,AL,6.16,7.86,4
3005,12,0,51 to 100,noValue,noValue,FL,8.07,2.78,5
3016,3,0,0 to 50,30-39,noValue,PA,3.16,5.82,4
3017,10,2+,0 to 50,noValue,noValue,MI,28.08,11.33,14
3022,20,0,0 to 50,noValue,noValue,NY,5.79,6.82,2
3029,15,0,0 to 50,30-39,noValue,PA,7.03,6.34,5
3031,22,0,101 to 150,65+,noValue,VA,6.24,2.09,4
3036,9,0,0 to 50,30-39,noValue,FL,5.58,1.99,5
3037,16,0,101 to 150,noValue,0 to 100,MI,1.66,6.03,2
3043,7,0,51 to 100,20-29,noValue,GA,4.12,6.31,5
3046,9,2+,0 to 50,50-59,noValue,MI,3.09,12.67,4
3048,25,0,51 to 100,65+,501+,NY,3.55,1.71,3
3050,10,2+,101 to 150,noValue,noValue,OH,4.46,2.56,3
3054,4,0,51 to 100,40-49,noValue,MI,7.95,9.15,7
3056,8,2+,noValue,30-39,noValue,NY,14.26,0.0,5
3059,8,2+,51 to 100,40-49,noValue,TN,11.06,1.25,4
3066,23,1,0 to 50,65+,101 to 200,AZ,16.88,3.9,8
3069,14,2+,noValue,40-49,101 to 200,CA,11.73,3.48,4
3076,10,2+,151+,40-49,noValue,NJ,8.4,5.83,6
3084,13,2+,0 to 50,20-29,noValue,RI,28.07,7.84,5
3086,10,2+,51 to 100,40-49,noValue,CA,3.49,6.61,3
3091,15,0,51 to 100,50-59,201 to 500,NJ,6.41,4.03,4
3094,18,0,51 to 100,40-49,noValue,LA,14.45,10.26,10
3095,7,1,51 to 100,65+,noValue,MD,10.55,3.18,3
3096,9,2+,0 to 50,65+,noValue,FL,3.54,5.9,2
3099,16,2+,0 to 50,65+,noValue,FL,3.93,0.46,5
3102,9,2+,0 to 50,noValue,0 to 100,PA,4.07,0.0,2
3103,6,0,51 to 100,20-29,noValue,TX,6.15,0.82,4
3105,18,1,0 to 50,noValue,noValue,FL,0.0,4.38,4
3107,11,0,0 to 50,noValue,noValue,TX,15.63,0.63,5
3110,12,0,51 to 100,60-64,noValue,LA,2.65,0.0,3
3113,9,2+,0 to 50,40-49,noValue,FL,3.03,2.21,3
3120,14,1,151+,noValue,noValue,MD,8.21,4.71,4
3121,24,2+,101 to 150,50-59,501+,DC,5.56,3.12,4
3141,18,0,0 to 50,60-64,noValue,NC,5.9,1.36,4
3149,14,1,noValue,noValue,0 to 100,MI,11.65,2.25,4
3155,11,2+,noValue,50-59,201 to 500,TN,5.43,0.0,2
3162,27,2+,51 to 100,65+,noValue,NY,10.28,10.23,5
3163,7,0,51 to 100,noValue,noValue,CA,0.0,2.81,2
3165,10,1,0 to 50,40-49,noValue,NC,0.0,0.52,3
3173,16,0,0 to 50,60-64,101 to 200,CA,2.6,0.0,11
3175,18,2+,0 to 50,60-64,noValue,OH,7.65,3.66,5
3177,14,2+,0 to 50,30-39,101 to 200,FL,5.75,6.97,4
3178,7,2+,51 to 100,noValue,0 to 100,AL,13.19,12.07,5
3185,10,0,noValue,noValue,noValue,PA,11.36,4.53,4
3187,11,2+,101 to 150,40-49,0 to 100,MI,4.75,5.56,3
3196,13,2+,51 to 100,50-59,noValue,CA,2.75,5.33,2
3217,6,0,0 to 50,50-59,noValue,TX,8.42,5.82,3
3218,30,2+,0 to 50,40-49,201 to 500,NY,2.23,3.02,3
3228,5,2+,51 to 100,40-49,noValue,WA,7.3,2.15,4
3230,9,0,0 to 50,noValue,noValue,CA,23.76,2.23,7
3231,8,2+,51 to 100,30-39,noValue,FL,11.99,5.46,5
3233,8,2+,noValue,noValue,noValue,TN,14.94,4.01,5
3235,13,0,0 to 50,65+,noValue,MD,5.79,5.01,5
3236,3,1,noValue,noValue,0 to 100,SC,3.53,5.58,3
3243,11,0,0 to 50,50-59,noValue,WV,6.62,2.02,4
3246,16,2+,0 to 50,20-29,noValue,FL,0.41,2.84,3
3247,29,0,0 to 50,noValue,201 to 500,NJ,3.01,1.23,5
3262,5,0,51 to 100,65+,101 to 200,FL,6.09,3.77,4
3264,17,0,51 to 100,65+,201 to 500,CA,8.27,0.45,2
3266,9,2+,0 to 50,20-29,noValue,MI,8.76,3.79,4
3270,19,1,0 to 50,30-39,101 to 200,CA,0.0,2.01,3
